Name,Price,Stock,Sku,Image_url,Description,Bukalapak_link,Tokopedia_link,Shopee_link,Whatsapp
PNY NVIDIA GTX 1650 4GB GDDR6 128 BIT,2.224.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/abcda6ddf1cb73987964c474fadfa41d_pny-nvidia-gtx-1650-4gb-gddr6-128-bit_1.webp', 'https://starcompjogja.com/storage/product/cb52374d5021963ff69bb473dcd487bb_pny-nvidia-gtx-1650-4gb-gddr6-128-bit_2.webp', 'https://starcompjogja.com/storage/product/cb52374d5021963ff69bb473dcd487bb_pny-nvidia-gtx-1650-4gb-gddr6-128-bit_3.webp']"," Spesifikasi Produk :  Overview The GeForce® GTX 1650 is built with the breakthrough graphics performance of the award-winning NVIDIA Turing architecture. With up to 2X the performance of the GeForce GTX 950, it’s a supercharger for today’s most popular games, and even faster with modern titles.  GeForce GTX 1650 graphics cards are designed to deliver a powerful combination of gaming innovation, next-gen graphics, and quiet, power-efficient operation.  Easily upgrade your PC and get game ready with performance that’s up to 2X the GeForce GTX 950 and up to 70% faster than the GTX 1050 on the latest games.  KEY FEATURES  Based on Turing Architecture NVIDIA GeForce Experience™ NVIDIA Ansel NVIDIA Highlights Game Ready Drivers Microsoft® DirectX® 12 API, Vulkan API, OpenGL 4.6 HDCP 2.2 NVIDIA GPU Boost™ MINIMUM SYSTEM REQUIREMENTS  PCI Express-compliant motherboard with one dual-width x16 graphics slot 300 W or greater system power supply2 1.5GB available hard-disk space 4GB system memory (8GB or higher recommended) Microsoft Windows 10 (April 2018 Update or later), Windows 7 64-bit, Linux 64-bit Internet connection3  Product Specifications : PNY Part Number : VCG16504D6DFPPB UPC Code : 751492637396 CUDA Cores : 896 Clock Speed : 1410 MHz Boost Speed : 1590 MHz Memory Speed (Gbps) : 12 Memory Size : 4GB GDDR6 Memory Interface : 128-bit Memory Bandwidth (GB/sec) : 192 TDP : 75 W NVLink : Not Supported Outputs : DisplayPort 1.4 (x2), HDMI 2.0b Multi-Screen : Yes Resolution : 7680 × 4320 @60Hz (Digital)1 Power Input : One 6-Pin Bus Type : PCI-Express 3.0 ×16 Card Dimensions : 6.69"" x 4.41"" x 1.57""; Dual-Slot Box Dimensions : 12.39"" x 2.26"" x 7.13"" ",https://www.bukalapak.com/p/komputer/hardware/vga/4hbkadp-jual-pny-nvidia-gtx-1650-4gb-gddr6-128-bit-dual-fan-geforce-gtx1650,https://www.tokopedia.com/starcomporigin/pny-nvidia-gtx-1650-4gb-gddr6-128-bit-dual-fan-geforce-gtx1650,https://shopee.co.id/PNY-NVIDIA-GTX-1650-4GB-GDDR6-128-BIT-DUAL-FAN-GeForce-GTX1650-i.40255164.21722726344?sp_atk=977b0d58-7587-4776-aa82-d9acf0470c63&xptdk=977b0d58-7587-4776-aa82-d9acf0470c63,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
COLORFUL GEFORCE GTX 1650 NB 4G GDDR6,2.188.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/765a700bf0cdd7de2664c2dce5e546f0_colorful-geforce-gtx-1650-nb-4g-gddr6_1.webp', 'https://starcompjogja.com/storage/product/65a883516f0415db696b105e9cb6a1eb_colorful-geforce-gtx-1650-nb-4g-gddr6_2.webp']"," Spesifikasi VGA :  Chip Series GeForce® GTX 1650 Product Series Colorful Series GPU Code Name TU117 Manufacturing Process 12nm CUDA Cores 896 Core Clock Base：1410Mhz；Boost:1710Mhz One-Key OC / Memory Clock 12Gbps Memory Size 4GB Memory Bus Width 128bit Memory Type GDDR6 Memory Bandwidth 192GB/s Power Connector 6pin Power Supply 3+1 TDP 75W Display Ports DP+HDMI+DVI Fans Type FAN Heat Pipe Number/Spec N Auto Stop Technology N Power Suggest 400W DirectX 12.1/4.5 NV technology Support Ansel, GPU Boost Slot Number 2 slot Product Size 232*127*39mm Product Weight 0.55KG(N.W) Accessories Warranty Card,Manual Specifications Dual Fans ；compact size New ； Appearance Design ",https://www.bukalapak.com/p/komputer/hardware/vga/4be9u34-jual-vga-colorful-geforce-gtx-1650-nb-4g-gddr6-gtx1650,https://www.tokopedia.com/starcomporigin/vga-colorful-geforce-gtx-1650-nb-4g-gddr6-gtx1650,https://shopee.co.id/product/40255164/9315786220/,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
GIGABYTE GEFORCE RTX 4060 AERO OC 8GB GDDR6,5.990.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/9d420768bd112cf5c507f6ddb6e6e33b_gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6_1.webp', 'https://starcompjogja.com/storage/product/9d420768bd112cf5c507f6ddb6e6e33b_gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6_2.webp', 'https://starcompjogja.com/storage/product/c3ed285f3c26a1c856247f45ad83b3ec_gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6_3.webp', 'https://starcompjogja.com/storage/product/c3ed285f3c26a1c856247f45ad83b3ec_gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6_4.webp']", Spesifikasi Produk :  Graphics Processing GeForce RTX™ 4060 Core Clock 2550 MHz (Reference card: 2460 MHz) CUDA® Cores 3072 Memory Clock 17 Gbps Memory Size 8 GB Memory Type GDDR6 Memory Bus 128 bit Card Bus PCI-E 4.0 Digital max resolution 7680x4320 Multi-view 4 Card size L=281 W=114 H=38 mm PCB Form ATX DirectX 12 Ultimate OpenGL 4.6 Recommended PSU 450W Power Connectors 8 pin*1 Output DisplayPort 1.4a*2 HDMI 2.1a*2 Accessories Quick guide ,https://www.bukalapak.com/p/komputer/hardware/vga/4hnpebm-jual-gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6-vga-rtx4060,https://www.tokopedia.com/starcomporigin/gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6-vga-rtx4060,https://shopee.co.id/GIGABYTE-GeForce-RTX-4060-AERO-OC-8GB-GDDR6-VGA-RTX4060-i.40255164.21181361687?sp_atk=302de2e5-65a6-40a8-946f-718953192795&xptdk=302de2e5-65a6-40a8-946f-718953192795,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS GEFORCE RTX 4060 DUAL OC 8GB GDDR6,5.545.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/55ddbf33059cb0904349b8e6b7e965f8_asus-geforce-rtx-4060-dual-oc-8gb-gddr6_1.webp', 'https://starcompjogja.com/storage/product/55ddbf33059cb0904349b8e6b7e965f8_asus-geforce-rtx-4060-dual-oc-8gb-gddr6_2.webp', 'https://starcompjogja.com/storage/product/a1b829f7d17441eaf636a53d80096435_asus-geforce-rtx-4060-dual-oc-8gb-gddr6_3.webp', 'https://starcompjogja.com/storage/product/a1b829f7d17441eaf636a53d80096435_asus-geforce-rtx-4060-dual-oc-8gb-gddr6_4.webp']", Spesifikasi Produk :  DUAL-RTX4060-O8G Graphic Engine NVIDIA® GeForce RTX™ 4060 Bus Standard PCI Express 4.0 OpenGL OpenGL®4.6 Video Memory 8GB GDDR6 Engine Clock OC mode : 2535 MHz Default mode : 2505 MHz (Boost) CUDA Core 3072 Memory Speed 17 Gbps Memory Interface 128-bit Resolution Digital Max Resolution 7680 x 4320 Interface Yes x 1 (Native HDMI 2.1a) Yes x 3 (Native DisplayPort 1.4a) HDCP Support Yes (2.3) Maximum Display Support 4 NVlink/ Crossfire Support No Accessories 1 x Collection Card 1 x Speedsetup Manual 1 x Thank you Card Software ASUS GPU Tweak III & GeForce Game Ready Driver & Studio Driver: please download all software from the support site. Dimensions 227.2 x 123.24 x 49.6 mm Recommended PSU 550W Power Connectors 1 x 8-pin Slot 2.5 Slot ,https://www.bukalapak.com/p/komputer/hardware/vga/4hnpae4-jual-asus-geforce-rtx-4060-dual-oc-8gb-gddr6-vga-rtx4060,https://www.tokopedia.com/starcomporigin/asus-geforce-rtx-4060-dual-oc-8gb-gddr6-vga-rtx4060,https://shopee.co.id/ASUS-GeForce-RTX-4060-DUAL-OC-8GB-GDDR6-VGA-RTX4060-i.40255164.18690321893?sp_atk=fab83ce1-19f2-469c-bcca-74765ecec5ea&xptdk=fab83ce1-19f2-469c-bcca-74765ecec5ea,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
COLORFUL GEFORCE RTX 4060 NB DUO V 8GB GDDR6,5.280.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/eb1439a457ee3c57b54c6b034f56aaa0_colorful-geforce-rtx-4060-nb-duo-v-8gb-gddr6_1.webp', 'https://starcompjogja.com/storage/product/a3997e658b4e949f780bc5fde67e9b5d_colorful-geforce-rtx-4060-nb-duo-v-8gb-gddr6_2.webp', 'https://starcompjogja.com/storage/product/a3997e658b4e949f780bc5fde67e9b5d_colorful-geforce-rtx-4060-nb-duo-v-8gb-gddr6_3.webp']"," Spesifikasi Produk :  Model Colorful GeForce RTX 4060 NB DUO 8GB-V Chip Series GeForce® RTX 4060 Product Series Colorful Series GPU Code Name AD107 Core Clock Base:1830Mhz; Boost:2460Mhz Memory Clock 17Gbps Memory Size 8GB Memory Bus Width 128bit Memory Type GDDR6 Memory Bandwidth 272GB/s Power Connector 8pin Power Supply 4+1 TDP 115W Display Ports 3*DP+HDMI Fans Type FAN Heat Pipe Number/Spec 2*Φ6 Auto Stop Technology Y Power Suggest 450W DirectX DirectX 12 Ultimate/OpenGL4.6 NV technology Support NVIDIA DLSS 3, NVIDIA G-SYNC, 3rd Gen Ray Tracing Cores Slot Number 2 Slot Product Size 248.9*135*41.9mm Product Weight 0.81KG(N.W) Accessories Warranty Card,Manual ",https://www.bukalapak.com/p/komputer/hardware/vga/4hntfyv-jual-colorful-geforce-rtx-4060-nb-duo-v-8gb-gddr6-vga-rtx4060,https://www.tokopedia.com/starcomporigin/colorful-geforce-rtx-4060-nb-duo-v-8gb-gddr6-vga-rtx4060,https://shopee.co.id/Colorful-GeForce-RTX-4060-NB-DUO-V-8GB-GDDR6-VGA-RTX4060-i.40255164.19890492351?sp_atk=b90d1694-5498-46e4-a233-73bd0bbe934b&xptdk=b90d1694-5498-46e4-a233-73bd0bbe934b,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS DUAL RTX 4060 OC 8GB GDDR6 WHITE,5.695.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/1c39dd591da9045466de6e3b11123849_asus-dual-rtx-4060-oc-8gb-gddr6-white_1.webp', 'https://starcompjogja.com/storage/product/ea523047bda077705d3ee17c2f591684_asus-dual-rtx-4060-oc-8gb-gddr6-white_2.webp', 'https://starcompjogja.com/storage/product/ea523047bda077705d3ee17c2f591684_asus-dual-rtx-4060-oc-8gb-gddr6-white_3.webp', 'https://starcompjogja.com/storage/product/ea523047bda077705d3ee17c2f591684_asus-dual-rtx-4060-oc-8gb-gddr6-white_4.webp']", Spesifikasi Produk :  DUAL-RTX4060-O8G-WHITE Graphic Engine NVIDIA® GeForce RTX™ 4060 Ti Bus Standard PCI Express 4.0 OpenGL OpenGL®4.6 Video Memory 8GB GDDR6 Engine Clock OC mode : 2595 MHz Defult mode : 2565 MHz (Boost) CUDA Core 4352 Memory Speed 18 Gbps Memory Interface 128-bit Resolution Digital Max Resolution 7680 x 4320 Interface Yes x 1 (Native HDMI 2.1a) Yes x 3 (Native DisplayPort 1.4a) HDCP Support Yes (2.3) Maximum Display Support 4 NVlink/ Crossfire Support No Accessories 1 x Collection Card 1 x Speedsetup Manual 1 x Thank you Card Software ASUS GPU Tweak III & GeForce Game Ready Driver & Studio Driver: please download all software from the support site. Dimensions 227.2 x 123.24 x 49.6 mm Recommended PSU 650W Power Connectors 1 x 8-pin Slot 2.5 Slot ,https://www.bukalapak.com/p/komputer/hardware/vga/4hnpd6j-jual-asus-dual-rtx-4060-oc-white-8gb-gddr6-vga-rtx4060-white,https://www.tokopedia.com/starcomporigin/asus-dual-rtx-4060-oc-white-8gb-gddr6-vga-rtx4060-white,https://shopee.co.id/ASUS-DUAL-RTX-4060-OC-WHITE-8GB-GDDR6-VGA-RTX4060-WHITE-i.40255164.22072319988?sp_atk=be1273b2-5046-49f0-841a-f0e8c2cb3b72&xptdk=be1273b2-5046-49f0-841a-f0e8c2cb3b72,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
MSI GEFORCE RTX 4060 GAMING X 8GB GDDR6,6.089.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/159ee76742f2b1b6e9a92db3660e10fe_msi-geforce-rtx-4060-gaming-x-8gb-gddr6_1.webp'], Spesifikasi Produk :  MODEL NAME - GeForce RTX™ 4060 GAMING X 8G  GRAPHICS PROCESSING UNIT - NVIDIA® GeForce RTX™ 4060  INTERFACE - PCI Express® Gen 4 x 8  CORE CLOCKS - Extreme Performance : 2610 MHz (MSI Center) - Boost : 2595 MHz  CUDA CORES - 3072 Units  MEMORY SPEED - 17 Gbps  MEMORY - 8GB GDDR6  MEMORY BUS - 128-bit  OUTPUT - DisplayPort x 3 (v1.4a) - HDMI x 1 (Supports 4K@120Hz HDR and 8K@60Hz HDR and Variable Refresh Rate (VRR) as specified in HDMI™ 2.1a)  HDCP SUPPORT - Yes  POWER CONSUMPTION - 115 Watt  POWER CONNECTORS - 8-pin x 1  RECOMMENDED PSU - 550 Watt  CARD DIMENSION - 247 x 130 x 41 mm  WEIGHT (CARD / PACKAGE) - 587 gr / 1000 gr  DIRECTX VERSION SUPPORT - 12 Ultimate  OPENGL VERSION SUPPORT - 4.6  MAXIMUM DISPLAYS - 4  G-SYNC TECHNOLOGY - Yes  DIGITAL MAXIMUM RESOLUTION - 7680 x 4320 ,https://www.bukalapak.com/p/komputer/hardware/vga/4hnp6jv-jual-msi-geforce-rtx-4060-gaming-x-8g-8gb-gddr6-vga-rtx4060,https://www.tokopedia.com/starcomporigin/msi-geforce-rtx-4060-gaming-x-8g-8gb-gddr6-vga-rtx4060,https://shopee.co.id/MSI-GeForce-RTX-4060-Gaming-X-8G-8GB-GDDR6-VGA-RTX4060-i.40255164.21790287392?sp_atk=b84fef66-4047-4776-b56a-172e589043d3&xptdk=b84fef66-4047-4776-b56a-172e589043d3,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ZOTAC GEFORCE RTX 4060 TI TWIN EDGE 8GB GDDR6,6.649.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/e919422fc8074646b4fff8b933988fd8_zotac-geforce-rtx-4060-ti-twin-edge-8gb-gddr6_1.webp', 'https://starcompjogja.com/storage/product/e919422fc8074646b4fff8b933988fd8_zotac-geforce-rtx-4060-ti-twin-edge-8gb-gddr6_2.webp']"," 💎Seluruh produk yang kami jual merupakan 100% original, 100% baru, 100% garansi resmi dan kepuasan Anda adalah prioritas kami💎  Spesifikasi Produk :  GPUGeForce : RTX 4060 Ti CUDA cores : 4352 Video Memory : 8GB GDDR6 Memory Bus : 128-bit Engine Clock Boost : 2535MHz Memory Clock 18 Gbps PCI Express : 4.0 x8 Display Outputs : 3 x DisplayPort 1.4a (up to 7680x4320@60Hz) 1 x HDMI® Connector* *Supports 4K 120Hz HDR, 8K 60Hz HDR, and Variable Refresh Rate as specified in the HDMI 2.1a Specification HDCP Support : 2.3 Multi Display Capability Quad Display Recommended Power Supply 500W Power Consumption160W Power Input1 x 8-pin PCIe DirectX12 Ultimate OpenGL 4.6 Cooling IceStorm 2.0 Slot Size2.2 slot SLIN/A Supported OS Windows 11 / 10 (64-bit, v1809 November 2018 or later) Card Length 225.5mm x 123.2mm x 40.1mm / 8.9"" x 4.9"" x 1.6"" Accessories User Manual ",None,https://www.tokopedia.com/starcomporigin/zotac-geforce-rtx-4060-ti-twin-edge-8gb-gddr6-vga-rtx4060ti,https://shopee.co.id/Zotac-GeForce-RTX-4060-Ti-Twin-Edge-8GB-GDDR6-VGA-RTX4060Ti-i.40255164.22868630395?sp_atk=2832875f-3481-47c8-822c-c83884804ae2&xptdk=2832875f-3481-47c8-822c-c83884804ae2,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
PALIT GEFORCE RTX 4060 TI DUAL 8GB GDDR6,7.099.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/af663253f1de99273ca4fdbce100654b_palit-geforce-rtx-4060-ti-dual-8gb-gddr6_1.webp'], Spesifikasi Produk :  Graphic Card : NVIDIA® GeForce RTX™ 4060 Ti 8GB Memory Amount : 8GB Memory Interface : 128bit DRAM Type : GDDR6 Graphics Clock : 2310 MHz Boost Clock : 2535 MHz Memory Clock : 18 Gbps CUDA Cores : 4352 Memory Bandwidth (GB/sec) : 288 Microsoft DirectX : Microsoft DirectX® 12 Ultimate OpenGL : 4.6 Bus Support : PCI-E 4.0 HDMI : HDMI 2.1 DisplayPort : DP1.4a x 3 Maximum Digital Resolution : 7680x4320 Height : 2 Slot Board Size : 249.9 x 123.5 x 40.1 mm Graphics Card Power : 160W Recommended System Power : 650W Supplementary Power Connectors : 8-pin x 1  RGB Lighting : Yes 0-dB TECH : Yes DrMOS : Yes Ray Tracing Cores : Yes Tensor Cores : Yes NVIDIA DLSS 3 : Yes NVIDIA Adaptive Shading : Yes Real-Time Ray Tracing : Yes NVIDIA® Highlights : Yes NVIDIA Dynamic Super Resolution [DSR] Technology : Yes NVIDIA Adaptive Vertical Sync : Yes NVIDIA CUDA Technology : Yes NVIDIA PhysX-ready : Yes NVIDIA Multi-Projection : Yes Multi Monitor : 4 NVIDIA Ansel : Yes NVIDIA FreeStyle : Yes NVIDIA Vulkan RT API : Yes NVIDIA G-SYNC : Yes NVIDIA GPU Boost : Yes NVIDIA TXAA Technology : Yes NVIDIA MFAA Technology : Yes NVIDIA GameStream Technology : Yes NVIDIA SHIELD ready : Yes NVIDIA ShadowPlay : Yes Virtual Reality ready : Yes ,None,https://www.tokopedia.com/starcomporigin/palit-geforce-rtx-4060-ti-dual-8gb-gddr6-vga-rtx4060ti,https://shopee.co.id/Palit-GeForce-RTX-4060-Ti-Dual-8GB-GDDR6-VGA-RTX4060TI-i.40255164.18889123750?sp_atk=7a45c808-37cb-4417-8ee8-6c964b50e1e5&xptdk=7a45c808-37cb-4417-8ee8-6c964b50e1e5,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
GIGABYTE GEFORCE RTX 4060 TI EAGLE 8GB GDDR6,7.299.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/e7dca6455794a988165cc70dbaf49761_gigabyte-geforce-rtx-4060-ti-eagle-8gb-gddr6_1.webp', 'https://starcompjogja.com/storage/product/14f1d73585508ed02aec090fc501459c_gigabyte-geforce-rtx-4060-ti-eagle-8gb-gddr6_2.webp']"," Spesifikasi Produk :  Graphics Processing : GeForce RTX™ 4060 Ti Core Clock : 2535 MHz CUDA® Cores : 4352 Memory Clock : 18 Gbps Memory Size : 8GB Memory Type : GDDR6 Memory Bus : 128 bit Card Bus : PCI-E 4.0 Digital max resolution : 7680 x 4320 Multi-view : Card size : L=272 W=115 H=41 mm PCB Form : ATX DirectX : 1‎2 Ultimate OpenGL : 4.6 Recommended PSU : 500W Power Connectors : 8 pin*1 Output : DisplayPort 1.4a*2, HDMI 2.1a*2 Accessories : Quick guide ",None,https://www.tokopedia.com/starcomporigin/gigabyte-geforce-rtx-4060-ti-eagle-8gb-gddr6-vga-rtx4060ti,None,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
GIGABYTE GEFORCE RTX 4070 WINDFORCE OC 12GB GDDR6X,11.499.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/c5aab9c55025d3af9a017a825a8b7b3e_gigabyte-geforce-rtx-4070-windforce-oc-12gb-gddr6x_1.webp', 'https://starcompjogja.com/storage/product/c5aab9c55025d3af9a017a825a8b7b3e_gigabyte-geforce-rtx-4070-windforce-oc-12gb-gddr6x_2.webp', 'https://starcompjogja.com/storage/product/91315846d003ea4bd1d89264fd346eb5_gigabyte-geforce-rtx-4070-windforce-oc-12gb-gddr6x_3.webp']", Spesifikasi Produk :  Graphics Processing GeForce RTX™ 4070  Core Clock 2490 MHz (Reference Card: 2475 MHz)  CUDA® Cores 5888  Memory Clock 21 Gbps  Memory Size 12 GB  Memory Type GDDR6X  Memory Bus 192 bit  Card Bus PCI-E 4.0  Digital max resolution 7680x4320  Multi-view 4  Card size L=261 W=126 H=50 mm  PCB Form ATX  DirectX 12 Ultimate  OpenGL 4.6  Recommended PSU 650W  Power Connectors 8 pin *1  Output DisplayPort 1.4 *3 HDMI 2.1a *1  Accessories Quick guide ,https://www.bukalapak.com/p/komputer/hardware/vga/4hmaxd1-jual-gigabyte-geforce-rtx-4070-windforce-oc-12g-vga-rtx4070-12gb-gddr6x,https://www.tokopedia.com/starcomporigin/gigabyte-geforce-rtx-4070-windforce-oc-12g-vga-rtx4070-12gb-gddr6x,https://shopee.co.id/GIGABYTE-GeForce-RTX-4070-WINDFORCE-OC-12G-VGA-RTX4070-12GB-GDDR6X-i.40255164.22141031012?sp_atk=55bd307c-df94-4259-9196-72cd251feca9&xptdk=55bd307c-df94-4259-9196-72cd251feca9,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS GEFORCE RTX 3070 TI TUF GAMING OC 8GB DDR6X,8.849.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/fa2dae400025d5bc80f56aac1ff763cc_asus-geforce-rtx-3070-ti-tuf-gaming-oc-8gb-ddr6x_1.webp'], Spesifikasi Produk :  SPECIFICATION :  Graphic Engine NVIDIA® GeForce RTX™ 3070 Ti  Bus Standard PCI Express 4.0  OpenGL OpenGL®4.6  Video Memory 8GB GDDR6X  Engine Clock OC mode : 1815 MHz (Boost Clock) Gaming mode : 1785 MHz (Boost Clock)  CUDA Core 6144  Memory Speed 19 Gbps  Memory Interface 256-bit  Resolution Digital Max Resolution 7680 x 4320  Interface Yes x 2 (Native HDMI 2.1) Yes x 3 (Native DisplayPort 1.4a) HDCP Support Yes (2.3)  Maximum Display Support 4  NVlink/ Crossfire Support No  Accessories 1 x TUF certificate of Reliability 1 x Collection card 1 x Speedsetup Manual  Software ASUS GPU Tweak II & GeForce Game Ready Driver & Studio Driver: please download all software from the support site.  Dimensions 299.9 x 126.9 x 51.7 mm 11.81 x 5 x 2.04 inch  Recommended PSU 750W  Power Connectors 2 x 8-pin  Slot 2.7 Slot ,https://www.bukalapak.com/p/komputer/hardware/vga/4hm3wrj-jual-asus-rtx-3070-ti-tuf-gaming-oc-8gb-ddr6x-vga-nvidia-geforce-3070ti,https://www.tokopedia.com/starcomporigin/asus-rtx-3070-ti-tuf-gaming-oc-8gb-ddr6x-vga-nvidia-geforce-3070ti,https://shopee.co.id/ASUS-RTX-3070-Ti-TUF-GAMING-OC-8GB-DDR6X-VGA-Nvidia-Geforce-3070Ti-i.40255164.22138960700?sp_atk=3dfa340b-544f-4f8d-80ce-476536d1ff79&xptdk=3dfa340b-544f-4f8d-80ce-476536d1ff79,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
PNY GEFORCE GTX 1660 SUPER 6GB DDR6 DUAL FAN,3.299.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/5145538b7f1b8de9ccb1596fc752a17f_pny-geforce-gtx-1660-super-6gb-ddr6-dual-fan_1.webp', 'https://starcompjogja.com/storage/product/5145538b7f1b8de9ccb1596fc752a17f_pny-geforce-gtx-1660-super-6gb-ddr6-dual-fan_2.webp']"," Spesifikasi Produk :  PNY Part Number VCG16606SDFPPB UPC Code 751492632827 CUDA Cores 1408 Clock Speed 1530 MHz Boost Speed 1785 MHz Memory Speed (Gbps) 14 Memory Size 6GB GDDR6 Memory Interface 192-bit Memory Bandwidth (GB/sec) 336 TDP 125 W NVLink Not Supported Outputs DisplayPort 1.4, HDMI 2.0b, DVI-D Multi-Screen Yes Resolution 7680 × 4320 @60Hz (Digital)1 Power Input One 8-Pin Bus Type PCI-Express 3.0 × 16 Card Dimensions 1.38"" x 9.25"" x 4.41""; Dual-Slot Box Dimensions 12.39"" x 2.26"" x 7.13 ",https://www.bukalapak.com/p/komputer/hardware/vga/4hlyc0v-jual-pny-geforce-gtx-1660-super-6gb-ddr6-dual-fan-vga-gtx1660s,https://www.tokopedia.com/starcomporigin/pny-geforce-gtx-1660-super-6gb-ddr6-dual-fan-vga-gtx1660s,https://shopee.co.id/PNY-GeForce-GTX-1660-SUPER-6GB-DDR6-Dual-Fan-VGA-GTX1660S-i.40255164.22537472939?sp_atk=a29e3dbb-bfd3-4ea5-8573-f8dbb4773b76&xptdk=a29e3dbb-bfd3-4ea5-8573-f8dbb4773b76,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ZOTAC GAMING GEFORCE RTX 3050 SOLO 8GB GDDR6,3.949.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/5abf9988cbea840eec5020a7a85a824a_zotac-gaming-geforce-rtx-3050-solo-8gb-gddr6_1.webp', 'https://starcompjogja.com/storage/product/5f5d42b125c9aa9e6d9e0996eb12f1de_zotac-gaming-geforce-rtx-3050-solo-8gb-gddr6_2.webp', 'https://starcompjogja.com/storage/product/5f5d42b125c9aa9e6d9e0996eb12f1de_zotac-gaming-geforce-rtx-3050-solo-8gb-gddr6_3.webp']"," Spesifikasi Produk :  GPUGeForce RTX 3050 CUDA cores2560 Video Memory8GB GDDR6 Memory Bus128-bit Engine ClockBoost: 1777 MHz Memory Clock14 Gbps PCI Express4.0 8x Display Outputs3 x DisplayPort 1.4a (up to 7680x4320@60Hz) 1 x HDMI® Connector* *Supports 4K 120Hz HDR, 8K 60Hz HDR, and Variable Refresh Rate as specified in the HDMI 2.1 Specification HDCP Support2.3 Multi Display CapabilityQuad Display Recommended Power Supply450W Power Consumption130W Power Input8-pin DirectX12 Ultimate OpenGL4.6 CoolingSingle Fan Slot SizeDual Slot SLINot Supported Supported OSWindows 11 / 10 (64-bit, April 2018 update or later) Card Length168mm x 132.2mm x 39.8mm / 6.6"" x 5.2"" x 1.6"" AccessoriesManual ",https://www.bukalapak.com/p/komputer/hardware/vga/4hlvhid-jual-zotac-gaming-geforce-rtx-3050-solo-8gb-gddr6-vga-rtx3050,https://www.tokopedia.com/starcomporigin/zotac-gaming-geforce-rtx-3050-solo-8gb-gddr6-vga-rtx3050,https://shopee.co.id/Zotac-Gaming-GeForce-RTX-3050-Solo-8GB-GDDR6-VGA-RTX3050-i.40255164.16593995901?sp_atk=ed038505-12ed-47e0-a7bb-e35068073d7b&xptdk=ed038505-12ed-47e0-a7bb-e35068073d7b,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
VENOMRX GEFORCE GTX 1060 DUAL FAN 6GB DDR5,1.950.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/b42ab87b161779f20917081a12ef4585_venomrx-geforce-gtx-1060-dual-fan-6gb-ddr5_1.webp'], Spesifikasi Produk :  GRAPHICS ENGINE NVIDIA Geforce GTX1060 BUS STANDART PCI Express 3.0 VIDEO MEMORY GDDR5 6144MB BASE CLOCK 1506MHz MEMORY CLOCK 8008MHz MEMORY INTERFACE 192-Bit HDMI OUTPUT 1 DP OUTPUT 3 POWER CONSUMPTION 120W POWER INPUT 1 X 6 PIN COOLING DUAL FAN ,https://www.bukalapak.com/p/komputer/hardware/vga/4hligtp-jual-venomrx-geforce-gtx-1060-dual-fan-6gb-gddr5-vga-venom-rx-gtx1060,https://www.tokopedia.com/starcomporigin/venomrx-geforce-gtx-1060-dual-fan-6gb-ddr5-vga-venom-rx-gtx1060,https://shopee.co.id/VenomRX-GeForce-GTX-1060-DUAL-FAN-6GB-GDDR5-VGA-Venom-RX-GTX1060-i.40255164.22533847137?sp_atk=4c5a3107-7d99-41cd-a315-e1e0afdd8413&xptdk=4c5a3107-7d99-41cd-a315-e1e0afdd8413,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
